Date,Open,High,Low,Close,Volume,Adj Close
2014-12-05,105.529999,105.699997,105.150002,105.379997,25622200,103.936454
2014-12-08,105.110001,105.57,104.08000200000001,104.629997,32685800,103.19672800000001
2014-12-09,103.41999799999999,105.040001,103.040001,104.959999,46035100,103.522209
2014-12-10,104.769997,105.029999,103.120003,103.309998,39330100,101.89480999999999
2014-12-11,103.610001,105.040001,103.589996,103.800003,47576000,102.378103
2014-12-12,102.82,103.989998,102.660004,102.66999799999999,46889400,101.263577
2014-12-15,103.199997,103.58000200000001,101.32,101.610001,52968400,100.2181
2014-12-16,100.970001,102.470001,99.959999,99.980003,65348600,98.610431
2014-12-17,100.050003,102.089996,99.91999799999999,101.800003,79715300,100.4055
2014-12-18,103.260002,104.260002,102.980003,104.25,49840900,102.821936
2014-12-19,103.970001,104.739998,103.709999,104.32,51419900,103.274357
2014-12-22,104.150002,104.610001,104.099998,104.58000200000001,33869200,103.53175300000001
2014-12-23,104.970001,104.970001,104.089996,104.209999,30156900,103.165459
2014-12-24,104.339996,104.699997,104.269997,104.300003,14291300,103.254561
2014-12-26,104.599998,105.260002,104.57,105.040001,13924300,103.98714100000001
2014-12-29,104.940002,105.25,104.879997,105.019997,17073800,103.967338
2014-12-30,104.730003,104.959999,104.18,104.32,18604000,103.274357
2014-12-31,104.510002,104.910004,103.099998,103.25,24367100,102.215082
2015-01-02,103.760002,104.199997,102.440002,102.940002,31314600,101.908192
2015-01-05,102.5,102.610001,101.139999,101.43,36521300,100.413325
2015-01-06,101.58000200000001,101.75,99.620003,100.07,66205500,99.06695699999999
2015-01-07,100.739998,101.599998,100.489998,101.360001,37577400,100.344027
2015-01-08,102.220001,103.5,102.110001,103.300003,40212600,102.264584
2015-01-09,103.610001,103.650002,102.019997,102.620003,41410100,101.5914
2015-01-12,102.82,102.93,101.290001,101.550003,34129800,100.532125
2015-01-13,102.540001,103.620003,100.699997,101.519997,56162300,100.50242
2015-01-14,100.5,101.480003,100.07,100.959999,51354200,99.948035
2015-01-15,101.43,101.589996,99.529999,99.650002,51005400,98.651168
2015-01-16,99.519997,100.949997,99.360001,100.82,35362200,99.809439
2015-01-20,101.440002,101.879997,100.290001,101.620003,30964100,100.601423
2015-01-21,101.33000200000001,102.620003,100.970001,102.139999,40128800,101.116208
2015-01-22,102.540001,104.139999,101.639999,104.029999,40887200,102.987263
2015-01-23,104.019997,104.58000200000001,103.720001,104.260002,34783000,103.214961
2015-01-26,104.139999,104.33000200000001,103.610001,104.139999,19960900,103.096161
2015-01-27,102.510002,102.559998,101.099998,101.440002,45253200,100.423227
2015-01-28,103.07,103.18,100.900002,100.91999799999999,43591700,99.908435
2015-01-29,100.83000200000001,102.08000200000001,99.959999,101.889999,46539700,100.868714
2015-01-30,101.800003,102.58000200000001,100.959999,101.099998,42927600,100.08663100000001
2015-02-02,101.33000200000001,102.07,99.75,101.980003,43624700,100.957815
2015-02-03,102.349998,103.029999,101.68,102.959999,30750400,101.927988
2015-02-04,102.540001,103.550003,102.309998,102.870003,34073200,101.838894
2015-02-05,103.129997,103.83000200000001,102.870003,103.760002,23605500,102.719973
2015-02-06,103.91999799999999,104.16999799999999,102.760002,103.129997,32833800,102.09628199999999
2015-02-09,102.720001,103.290001,102.550003,102.800003,22604700,101.76959599999999
2015-02-10,103.379997,104.540001,103.209999,104.400002,23686500,103.353557
2015-02-11,104.510002,105.019997,104.32,104.779999,20303600,103.729745
2015-02-12,105.449997,106.040001,105.300003,106.0,22520300,104.937518
2015-02-13,106.290001,106.93,106.099998,106.910004,29030200,105.8384
2015-02-17,106.910004,107.08000200000001,106.639999,107.010002,17675300,105.93739599999999
2015-02-18,106.879997,107.220001,106.739998,107.160004,15149600,106.085894
2015-02-19,107.089996,107.760002,107.059998,107.690002,19828100,106.61058100000001
2015-02-20,107.620003,108.470001,107.279999,108.410004,28336700,107.323365
2015-02-23,108.349998,108.550003,108.110001,108.519997,17868000,107.43225600000001
2015-02-24,108.379997,108.730003,108.050003,108.599998,19745000,107.51145600000001
2015-02-25,108.440002,108.860001,108.089996,108.33000200000001,19472300,107.244165
2015-02-26,108.440002,108.940002,108.139999,108.879997,22255500,107.788648
2015-02-27,108.839996,108.910004,108.230003,108.400002,27757600,107.31346299999998
2015-03-02,108.610001,109.41999799999999,108.589996,109.379997,22988600,108.28363600000002
2015-03-03,109.059998,109.160004,108.18,108.870003,20788900,107.778754
2015-03-04,108.510002,108.66999799999999,107.860001,108.449997,21007400,107.362958
2015-03-05,108.730003,108.970001,108.190002,108.639999,15381000,107.551056
2015-03-06,108.5,108.709999,107.139999,107.410004,30990400,106.333389
2015-03-09,107.629997,107.989998,107.190002,107.720001,26237100,106.640279
2015-03-10,106.949997,106.980003,105.720001,105.720001,34234500,104.660326
2015-03-11,105.870003,106.010002,105.07,105.110001,25459700,104.056439
2015-03-12,105.029999,105.91999799999999,104.959999,105.800003,21473200,104.739526
2015-03-13,105.699997,106.120003,104.68,105.339996,42021100,104.28413
2015-03-16,105.730003,106.739998,105.620003,106.699997,25674100,105.630499
2015-03-17,106.410004,107.040001,106.160004,106.870003,19603800,105.7988
2015-03-18,106.57,108.410004,106.029999,107.91999799999999,40622200,106.83827099999999
2015-03-19,108.040001,108.379997,107.870003,108.08000200000001,31314000,106.99667099999999
2015-03-20,108.720001,109.07,108.510002,108.529999,31761400,107.68926299999998
2015-03-23,108.470001,108.769997,108.279999,108.32,17268500,107.48088999999999
2015-03-24,108.300003,108.809998,107.910004,107.93,22445300,107.09391200000002
2015-03-25,108.110001,108.199997,105.41999799999999,105.459999,41581400,104.643045
2015-03-26,104.589996,105.699997,104.239998,105.099998,47846300,104.285833
2015-03-27,105.08000200000001,105.769997,104.91999799999999,105.519997,33878400,104.702578
2015-03-30,106.160004,106.82,106.160004,106.730003,30570200,105.90321100000001
2015-03-31,106.43,106.650002,105.57,105.599998,30488100,104.78196
2015-04-01,105.599998,105.620003,104.370003,105.050003,32970500,104.236225
2015-04-02,105.150002,105.459999,104.779999,105.120003,19164200,104.305683
2015-04-06,104.5,106.269997,104.339996,105.980003,24451100,105.159021
2015-04-07,105.910004,106.699997,105.800003,105.800003,19379400,104.980415
2015-04-08,105.839996,106.790001,105.83000200000001,106.639999,25866900,105.81390400000001
2015-04-09,106.589996,107.349998,106.230003,107.309998,23114700,106.47871200000002
2015-04-10,107.269997,107.760002,107.029999,107.75,17164300,106.915306
2015-04-13,107.83000200000001,108.379997,107.360001,107.480003,17783500,106.647401
2015-04-14,107.370003,107.68,106.559998,107.16999799999999,23755700,106.33979699999999
2015-04-15,107.449997,108.07,107.32,107.839996,21128600,107.004605
2015-04-16,107.550003,107.879997,107.400002,107.690002,16195300,106.855774
2015-04-17,106.660004,106.949997,105.550003,106.010002,46514000,105.188787
2015-04-20,106.540001,107.790001,106.5,107.599998,28945900,106.76646699999999
2015-04-21,108.220001,108.410004,107.93,108.059998,22759800,107.222902
2015-04-22,108.339996,108.83000200000001,107.639999,108.650002,21429200,107.80833600000001
2015-04-23,108.279999,109.550003,108.260002,109.059998,29473200,108.21515600000001
2015-04-24,110.209999,110.690002,110.029999,110.540001,32508100,109.68369399999999
2015-04-27,110.959999,111.160004,110.019997,110.260002,31121300,109.40586499999999
2015-04-28,110.33000200000001,110.550003,109.110001,110.040001,34949700,109.187568
2015-04-29,109.41999799999999,110.07,108.75,109.349998,34043900,108.50291000000001
2015-04-30,108.739998,109.16999799999999,107.059998,107.629997,44080500,106.796233
2015-05-01,108.059998,109.120003,108.029999,109.050003,32874300,108.20523899999999
2015-05-04,109.389999,109.910004,109.16999799999999,109.230003,23507300,108.383845
2015-05-05,108.809998,109.0,107.400002,107.449997,47843300,106.617627
2015-05-06,107.650002,107.949997,106.0,106.709999,42687200,105.883362
2015-05-07,106.68,107.650002,106.599998,107.349998,29335800,106.518403
2015-05-08,108.459999,108.91999799999999,108.300003,108.690002,33023300,107.848027
2015-05-11,108.760002,108.980003,108.190002,108.269997,19679300,107.431275
2015-05-12,107.629997,108.33000200000001,106.800003,107.779999,33665000,106.945073
2015-05-13,108.239998,108.809998,107.839996,108.0,20738400,107.16337
2015-05-14,108.889999,109.66999799999999,108.480003,109.58000200000001,23904200,108.731132
2015-05-15,109.860001,110.010002,109.309998,109.58000200000001,23937400,108.731132
2015-05-18,109.400002,110.279999,109.32,110.059998,17631100,109.20740900000001
2015-05-19,110.18,110.349998,109.760002,109.940002,14212900,109.08834399999999
2015-05-20,110.010002,110.66999799999999,109.43,110.010002,21131900,109.157801
2015-05-21,109.82,110.730003,109.660004,110.58000200000001,16771800,109.72338500000001
2015-05-22,110.449997,110.870003,110.379997,110.470001,13543800,109.61423700000002
2015-05-26,110.230003,110.379997,108.760002,109.199997,25488400,108.35407099999999
2015-05-27,109.540001,111.08000200000001,109.290001,110.959999,30572700,110.100439
2015-05-28,110.75,111.010002,110.370003,110.709999,17302400,109.852376
2015-05-29,110.639999,110.790001,109.790001,110.050003,30383000,109.197492
2015-06-01,110.629997,110.720001,109.519997,110.41999799999999,24570200,109.564621
2015-06-02,110.019997,110.610001,109.470001,110.07,19449600,109.21733400000001
2015-06-03,110.57,110.809998,110.129997,110.400002,20507200,109.544779
2015-06-04,109.779999,110.480003,109.209999,109.559998,31374600,108.71128300000001
2015-06-05,109.41999799999999,109.690002,108.629997,109.300003,22641700,108.45330200000001
2015-06-08,109.239998,109.33000200000001,107.970001,108.190002,24549200,107.3519
2015-06-09,107.93,108.400002,107.199997,108.010002,27554600,107.173294
2015-06-10,108.370003,109.809998,108.260002,109.489998,30297900,108.641825
2015-06-11,109.849998,110.150002,109.459999,109.650002,17593500,108.80058899999999
2015-06-12,109.07,109.300003,108.599998,108.75,27201800,107.90756
2015-06-15,107.949997,108.379997,107.309998,108.209999,31238800,107.371742
2015-06-16,108.099998,108.980003,108.050003,108.800003,16456900,107.957175
2015-06-17,108.980003,109.449997,108.43,109.099998,23296700,108.254847
2015-06-18,109.5,110.879997,109.440002,110.690002,43032400,109.83253400000001
2015-06-19,110.489998,110.58000200000001,109.809998,109.889999,27877600,109.28951299999999
2015-06-22,110.699997,111.029999,110.449997,110.699997,19120900,110.09508400000001
2015-06-23,110.82,110.889999,110.33000200000001,110.790001,18127900,110.184596
2015-06-24,110.650002,111.129997,110.190002,110.220001,15815900,109.61771100000001
2015-06-25,110.650002,110.760002,109.82,110.0,18326700,109.39891200000001
2015-06-26,109.970001,110.230003,108.860001,109.269997,32311700,108.672898
2015-06-29,108.059998,108.660004,106.639999,106.690002,50874900,106.10700200000001
2015-06-30,107.489998,107.720001,106.739998,107.07,34809900,106.484923
2015-07-01,108.129997,108.349998,107.41999799999999,107.91999799999999,21293000,107.330276
2015-07-02,108.239998,108.32,107.620003,107.949997,20499400,107.360111
2015-07-06,107.269997,108.32,107.040001,107.699997,24311000,107.11147700000001
2015-07-07,107.83000200000001,108.07,105.83000200000001,107.970001,44230800,107.38000600000001
2015-07-08,107.199997,107.33000200000001,105.889999,106.089996,39691500,105.510274
2015-07-09,107.5,107.599998,106.019997,106.029999,28381000,105.45060500000001
2015-07-10,107.449997,108.050003,107.050003,107.650002,26415800,107.061755
2015-07-13,108.57,109.629997,108.57,109.540001,25780700,108.941427
2015-07-14,109.699997,110.559998,109.629997,110.260002,21977200,109.657494
2015-07-15,110.470001,110.809998,110.07,110.379997,28631500,109.77683300000001
2015-07-16,111.290001,111.959999,111.07,111.940002,29838900,111.32831399999999
2015-07-17,112.849998,113.589996,112.650002,113.589996,35926800,112.969291
2015-07-20,113.83000200000001,114.389999,113.480003,113.980003,26539000,113.35716699999999
2015-07-21,114.019997,114.199997,113.58000200000001,113.910004,35468900,113.28755
2015-07-22,112.16999799999999,113.16999799999999,112.16999799999999,112.620003,35575000,112.004598
2015-07-23,112.739998,113.099998,111.910004,112.199997,25698300,111.586887
2015-07-24,112.800003,113.0,110.93,111.099998,30844700,110.4929
2015-07-27,110.470001,110.949997,109.940002,110.18,35994800,109.577929
2015-07-28,110.66999799999999,111.349998,109.790001,111.129997,33553500,110.52273500000001
2015-07-29,111.370003,111.790001,110.940002,111.550003,26714100,110.940445
2015-07-30,111.279999,112.269997,110.620003,112.08000200000001,25438100,111.467548
2015-07-31,112.440002,112.489998,111.720001,111.949997,22081700,111.338254
2015-08-03,111.970001,112.279999,110.860001,111.599998,25001800,110.990168
2015-08-04,111.559998,111.75,110.93,111.389999,22132300,110.78131599999999
2015-08-05,112.010002,113.0,111.879997,112.25,28989900,111.63661699999999
2015-08-06,112.349998,112.5,109.949997,110.449997,42125400,109.84645
2015-08-07,110.18,110.57,109.400002,110.309998,30006800,109.70721599999999
2015-08-10,111.010002,111.809998,111.0,111.57,21500800,110.960333
2015-08-11,110.970001,111.410004,109.529999,110.139999,36123300,109.538147
2015-08-12,109.379997,110.739998,108.220001,110.519997,41889000,109.916067
2015-08-13,110.629997,111.160004,110.099998,110.339996,22510500,109.737051
2015-08-14,110.08000200000001,110.66999799999999,109.860001,110.510002,17924900,109.906127
2015-08-17,110.230003,111.459999,109.959999,111.43,21224900,110.82109799999999
2015-08-18,111.279999,111.370003,110.709999,110.860001,13984400,110.254213
2015-08-19,110.519997,111.110001,109.489998,110.129997,42511400,109.528199
2015-08-20,109.110001,109.459999,107.07,107.08000200000001,57747300,106.49486999999999
2015-08-21,105.57,106.470001,102.400002,102.400002,97763400,101.84044300000001
2015-08-24,94.230003,102.529999,84.739998,98.459999,150829900,97.921971
2015-08-25,102.07,102.739998,98.010002,98.089996,75088300,97.55399
2015-08-26,100.949997,103.230003,98.93,103.029999,104103800,102.466998
2015-08-27,104.529999,105.709999,103.279999,105.639999,69377700,105.06273700000001
2015-08-28,105.08000200000001,106.0,104.849998,105.620003,49919600,105.042849
2015-08-31,105.029999,105.610001,104.050003,104.309998,39549400,103.740002
2015-09-01,101.709999,103.290001,100.629997,101.050003,73155500,100.497822
2015-09-02,102.889999,103.91999799999999,101.699997,103.900002,43963600,103.332247
2015-09-03,104.32,105.019997,103.099998,103.389999,45131800,102.82503100000001
2015-09-04,101.970001,102.849998,101.589996,102.160004,49379600,101.60175699999999
2015-09-08,104.129997,105.16999799999999,103.690002,105.040001,37343500,104.46601700000001
2015-09-09,106.279999,106.309998,103.589996,103.860001,47146700,103.292464
2015-09-10,103.75,105.68,103.620003,104.989998,47686700,104.416287
2015-09-11,104.510002,105.57,104.209999,105.57,29106100,104.993119
2015-09-14,105.959999,105.980003,104.849998,105.25,19718800,104.674868
2015-09-15,105.5,106.82,105.110001,106.489998,30020200,105.90808999999999
2015-09-16,106.510002,107.190002,106.139999,107.089996,31329100,106.50481
2015-09-17,106.980003,108.730003,106.639999,107.129997,56139800,106.544592
