Date,Open,High,Low,Close,Volume,Adj Close
2015-09-18,105.230003,106.599998,105.16999799999999,105.349998,48384000,105.029224
2015-09-21,105.940002,106.550003,104.730003,105.68,35772600,105.358221
2015-09-22,104.050003,104.41999799999999,103.129997,104.099998,47359700,103.78303000000001
2015-09-23,104.379997,104.660004,103.639999,104.18,21775100,103.862788
2015-09-24,103.160004,104.190002,102.269997,103.800003,38284300,103.483948
2015-09-25,104.910004,105.010002,102.279999,102.91999799999999,44700000,102.606623
2015-09-28,102.480003,102.550003,99.690002,99.989998,44077500,99.685544
2015-09-29,100.239998,101.260002,98.75,99.470001,49315500,99.16713100000001
2015-09-30,100.889999,101.870003,100.5,101.760002,41411400,101.450159
2015-10-01,101.940002,102.230003,100.589996,102.220001,39339100,101.908757
2015-10-02,100.800003,104.010002,100.480003,104.010002,59370900,103.693308
2015-10-05,104.779999,105.779999,104.550003,105.5,32853500,105.17876899999999
2015-10-06,105.25,105.599998,104.18,105.0,33051500,104.680291
2015-10-07,105.660004,105.860001,104.290001,105.629997,37389300,105.30837
2015-10-08,105.230003,106.230003,104.209999,106.050003,50188900,105.727097
2015-10-09,106.099998,106.730003,105.809998,106.529999,23916200,106.20563200000001
2015-10-12,106.730003,106.989998,106.349998,106.790001,16162000,106.46484199999999
2015-10-13,106.18,107.260002,106.0,106.099998,26999600,105.776941
2015-10-14,106.099998,106.629997,105.489998,105.93,30902600,105.60746
2015-10-15,106.32,107.68,106.18,107.66999799999999,38393800,107.34216
2015-10-16,107.900002,108.18,107.379997,108.120003,27091100,107.79079399999999
2015-10-19,107.980003,108.809998,107.739998,108.739998,23776300,108.408902
2015-10-20,108.550003,108.779999,107.809998,108.18,23404700,107.850609
2015-10-21,108.730003,108.839996,107.480003,107.519997,30195200,107.19261499999999
2015-10-22,108.480003,109.800003,108.16999799999999,109.709999,42778700,109.375949
2015-10-23,112.660004,113.239998,112.07,112.779999,53170900,112.436601
2015-10-26,112.699997,113.07,112.269997,112.849998,25918000,112.50638799999999
2015-10-27,112.550003,113.239998,112.519997,113.08000200000001,31390500,112.73569099999999
2015-10-28,113.25,114.019997,112.339996,114.019997,42221900,113.672824
2015-10-29,113.5,114.029999,113.379997,113.839996,24913300,113.493371
2015-10-30,113.889999,114.08000200000001,113.300003,113.33000200000001,27199200,112.98493
2015-11-02,113.629997,114.75,113.389999,114.610001,22176900,114.261031
2015-11-03,114.379997,115.41999799999999,114.209999,115.010002,20418400,114.659815
2015-11-04,115.389999,115.470001,114.540001,115.019997,28633000,114.669779
2015-11-05,115.120003,115.400002,114.110001,114.709999,25004100,114.360725
2015-11-06,114.489998,114.91999799999999,113.760002,114.790001,29924900,114.440483
2015-11-09,114.360001,114.510002,112.870003,113.57,33479800,113.224197
2015-11-10,112.970001,113.389999,112.629997,113.279999,35452100,112.935079
2015-11-11,113.589996,114.139999,112.949997,113.139999,22748800,112.795506
2015-11-12,112.68,113.230003,111.959999,112.040001,31196900,111.698857
2015-11-13,111.57,111.690002,109.779999,109.839996,52836000,109.505551
2015-11-16,109.730003,111.440002,109.480003,111.41999799999999,33980600,111.08074199999999
2015-11-17,111.610001,112.290001,111.209999,111.489998,30579500,111.15052800000001
2015-11-18,111.940002,113.739998,111.83000200000001,113.629997,32966500,113.284012
2015-11-19,113.690002,114.230003,113.489998,113.709999,26188100,113.36377
2015-11-20,114.25,114.57,114.139999,114.480003,22727600,114.13143000000001
2015-11-23,114.519997,114.940002,113.660004,114.150002,20696200,113.80243300000001
2015-11-24,113.410004,114.32,112.839996,114.050003,26374400,113.702739
2015-11-25,114.220001,114.360001,113.910004,114.150002,14159900,113.80243300000001
2015-11-27,114.400002,114.540001,113.91999799999999,114.309998,8828000,113.961941
2015-11-30,114.650002,114.650002,113.650002,114.019997,25041600,113.672824
2015-12-01,114.480003,115.160004,114.339996,115.160004,28639400,114.80935900000001
2015-12-02,115.25,115.75,114.279999,114.449997,22395500,114.10151499999999
2015-12-03,114.760002,114.959999,111.839996,112.510002,42754300,112.167427
2015-12-04,112.849998,115.33000200000001,112.620003,115.139999,40037300,114.78941599999999
